index,conated_comments,polarity_emotions,polarity_emotions_ID
196,අයියෙ අයියා නේද සින්දුව ලිව්වෙ  පට්ට අයියෙ මාර ලස්සනයි smirking_face fire fire _hand, positive joy,4
197,මොන්ටිසොරි ළමයෙක් ඔයිටවඩා හොදට කියනවා  face_vomiting face_vomiting, neutral sarcasm,6
198,මොකද්ද මේ face_with_tears_of_joy, neutral sarcasm,6
199,ජාත්යන්තරයට යන්න ඕනි සිංදුවක්ඒ වොයිස්  ud    face_with_hand_over_mouth face_with_hand_over_mouth face_with_hand_over_mouth smiling_face_with_smiling_eyes smiling_face_with_smiling_eyes victory_hand  victory_hand  face_with_hand_over_mouth face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy bomb bomb bomb, neutral sarcasm,6
200,දෑස පලාගෙන කඳුලැළි ආවා කියන්නෙ නිකන් සැන්ඩි නැතුව අමුවෙන් ශොට් එකක් ගැහුවනම වගෙ smiling_face_with_hearteyes red_heart  victory_hand , neutral sarcasm,6
201,මගෙ ඇස් දෙක ධන් දෙනවා loudly_crying_face, neutral sarcasm,6
202,අත තියෙනවා හැකියාව දෙන්න තමයි කවුරුත් නැත්තේ face_with_tears_of_joy, neutral sarcasm,6
203,අම්මටෞකන්න එපැයි යකෝ පෘථිවියෙ ලස්සනම සින්දුව කෝමද මට මිස් උනේ face_without_mouth broken_heart, negative sarcasm,7
204,අම්බෝ යකෝrolling_on_the_floor_laughing, neutral sarcasm,6
205,මුලින්ම සින්දු කියන්නලියන්න කලින් හරියට ඉගෙනගනින් හුත්තෝ මේ පකේ සින්දු දාන්න එපාතොපේ පරම්පරාවෙ එවුන් පව් හුත්තෝ face_with_tears_of_joy face_with_tears_of_joy   face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy, negative sarcasm,7
206,මං මොකුත් කියන්නෑthumbs_up face_with_tears_of_joy, neutral sarcasm,6
207,දෑස පලාගෙන කදුලැලි ආවා කොමෙන්ට් කියෙව්වමunamused_face, neutral sarcasm,6
208,මල් බූට් සිංදුවලට ඇඩෙන්න ගහපු එකක් වගේ පට්ට අයියෙ ආදරෙයි එකෙන්ම කැරිම හින්ට් එකහ්face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy, negative sarcasm,7
209,බොකත් ගියා එක අහලා broken_heart grinning_face_with_sweat, negative sarcasm,7
210,දෑස පලාගෙන කදුළැලි ආවා ඒක අහලා face_with_tears_of_joy face_with_tears_of_joy, neutral sarcasm,6
211,අධිමාත්ර ud smiling_face_with_hearteyes cat_with_tears_of_joy, positive joy,4
212,අයියේ ජස්ටින් බීබර් ලා මොක්කුද කියලා හිතෙනවා ඔයාගේ වීඩියෝ දැක්කම red_heart , neutral love,2
213,ඒ නලුවා ගේ ලස්සන sleepy_face, positive sad,8
214,මැනිකේ මගේ හිතේට පස්සේ ලෝකප්රසිද්ද වෙන ලන්කාවේ  අනික් සින්දුව මේක වෙනවා සත්තයිud _hand _hand _hand _hand, positive joy,4
215,මොනවද  යකෝ මේ සිංදු  face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy, negative sarcasm,7
216,දෑස පලාගෙනම කදුලුනම් ආවාface_with_tears_of_joy face_with_tears_of_joy , neutral sarcasm,6
217,ඉතියෝපියන් කාරයෙක්ද මූ face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy, negative sarcasm,7
218,පතල් කවියක් face_with_tears_of_joy face_with_tears_of_joy, neutral sarcasm,6
219,මේකේ ඉන්න කෙල්ල පව් කියලා හිතෙන්නෙ නැද්ද බම් face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy, neutral sarcasm,6
220,මට වැක්සින් එපා grinning_face_with_sweat broken_heart, neutral sarcasm,6
221,මේ වගේ සුපිරි ගායකයෝ ලංකාවෙත් ඉන්නවා එහෙනම් face_with_tears_of_joy grinning_face_with_sweat, positive sarcasm,9
222,ගුලියක් කාලා අහන්නමරුface_with_tears_of_joy, negative sarcasm,7
223,නොදකින් දැස පලාගෙන බොක ගියා rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing, negative sarcasm,7
224,කාලිගෙ වීඩියෝව බලලා මේක හොයන් ආපු උන් ඉන්නවදwoozy_face grinning_face_with_sweat, neutral sarcasm,6
225,අයියගෙ සින්දුව ඇත්තටම ලස්සනයි මට මේක අහලා දවස් ක් බොක ගිය නැති ලෙඩේ හොද වුනා ගොඩක් තැන්ක් යූ අයියට මගෙත් දෑස පලන් කදුලැලි ආවා මේ සින්දුව අහල මම කවදාවත් අඩල නෑ ඒත් මේ සින්දුව ඇහුවම දෑස පලන් කදුලැලි අවා  loudly_crying_face loudly_crying_face, negative sarcasm,7
226,මටත් සිංදු කියන්න පුලුවන් කියලා ඒත්තුගැන්නුවට ඔබට පින් smiling_face_with_tear face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy, positive sarcasm,9
227,ලැට් එකේ සින්දු කියලා ස්ටූඩියෝ වලට ආවම ඔහොම වෙන්වාගනන් ගන්නෙපා slightly_smiling_face slightly_smiling_face face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy, negative sarcasm,7
228,හැ බොල  මෙකෙ උන්ට නම් පිච් එක ගැන කිසිම දැනුමක් නැ වගෙface_with_tears_of_joy face_with_tears_of_joy, neutral sarcasm,6
229,මේක  සින්දුවක්ද පිරිතක්ද ඕයි sad_but_relieved_face face_with_tears_of_joy, neutral sarcasm,6
230,සිංදුව පහරක් හැබැයිface_with_tears_of_joy red_heart, positive sarcasm,9
231,මොනවා උනත් ඒ සින්දුවේ ගැම්මක් තියෙනවා face_with_tears_of_joy red_heart, positive sarcasm,9
232,මැසේජ් කරාම රිප්ලයි කරන්න squinting_face_with_tongue, neutral sarcasm,6
233,ගොඩක් ලස්සනයි red_heart , positive love,0
234,සුප්පට පින් සිද්ද වෙන්න ආවෙමේක කියපු එකාගෙ වෙන මොකක් හරි පැලිලා තියෙන්නෙ දෑස නෙමේ පැලිලා තියෙන්නේfolded_hands face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy, neutral sarcasm,6
235,ගු මුට්ටිය ක් වගේ බං uc rolling_on_the_floor_laughing, negative sarcasm,7
236,හිතට දුකක් ආවම මේ සින්දුව අහන්නේ නැතුව කොමෙන්ට් කියවපන් අම්මෝrolling_on_the_floor_laughing rolling_on_the_floor_laughing    , neutral sarcasm,6
237,සාරාගී මදූගේ සිංදුව දෙපාරකට වඩා බලන්න එපා ආදරේ හිතේවී  smiling_face_with_hearteyes smiling_face_with_hearteyes, positive sarcasm,9
238, අහන උන් කො    grinning_face index_pointing_up, neutral joy,5
239,දෑස පෑලුනාslightly_smiling_face victory_hand , negative sarcasm,7
240,කාලෙකින් අහපු ලස්සනම සින්දුව මරු  face_screaming_in_fear face_screaming_in_fear grinning_squinting_face grinning_squinting_face grinning_squinting_face grinning_squinting_face grinning_face grinning_face grinning_face, positive sarcasm,9
241,මෙව්වනෙ සින්දු rolling_on_the_floor_laughing rolling_on_the_floor_laughing, positive sarcasm,9
242,ලැට් එකෙ රෙන වෙලාවට අහන්න මරු සින්දුව rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing, negative sarcasm,7
243,අම්මෝහ් මෙකෙ එකා අඩනව දැක්කම දෑස පලාගෙන කදුලැලි එනවface_with_tears_of_joy face_with_tears_of_joy backhand_index_pointing_right backhand_index_pointing_left, neutral sarcasm,6
244,අදරෙයි කොල්ලො කලිසම ගලවන්නdrooling_face drooling_face drooling_face, negative sarcasm,7
245,කක්කා බරයි අයියා දාලා එන්නම් thumbs_up, negative sarcasm,7
246,සරාගී නෙත්beaming_face_with_smiling_eyes, positive sarcasm,9
247,ඔක්කොමත් හරි රඟපෑමේ තාත්වික බවloudly_crying_face loudly_crying_face, neutral sarcasm,6
