pure_comments,sinhala_texts,pure_unicodes,unique_emojis,polarity_emotions,polarity,emotion,polarity_ID,emotions_ID
විඩියෝ එක ඒ සින්දුව කියලා වැඩක් නෑ සුපිරි ශ්රී පාදේ යන හැම වතාවකම මතක් වෙනවා මේ සින්දුව ඒ තරම් හිතට දැනුන සින්දුවක් වගේ වීඩියෝ එකක්      ud     purple_heart  red_heart    ,විඩියෝ එක ඒ සින්දුව කියලා වැඩක් නෑ සුපිරි ශ්රී පාදේ යන හැම වතාවකම මතක් වෙනවා මේ සින්දුව ඒ තරම් හිතට දැනුන සින්දුවක් වගේ වීඩියෝ එකක්                 ,     ud     purple_heart  red_heart    , ud purple_heart red_heart, positive joy,positive,joy,0,2
කොච්චර අදර කතා තියෙන්න ඇතිද මෙහෙම red_heart ,කොච්චර අදර කතා තියෙන්න ඇතිද මෙහෙම  ,red_heart , red_heart, neutral love,neutral,love,1,0
සිංදුවට වඩා විශුවල් එකට හිත ගියාsmiling_face_with_hearts smiling_face_with_hearts smiling_face_with_hearts,සිංදුවට වඩා විශුවල් එකට හිත ගියා  ,smiling_face_with_hearts smiling_face_with_hearts smiling_face_with_hearts,smiling_face_with_hearts, neutral love,neutral,love,1,0
කලාතුරකින් පිපෙන මලේ                 black_heart black_heart black_heart,කලාතුරකින් පිපෙන මලේ                   ,                black_heart black_heart black_heart, black_heart, neutral love,neutral,love,1,0
සිරිපාදේ ගිය හැමෝටම මේ වගේ ලස්සන අත්දැකිමක් තියෙනව යred_heart  red_heart  smiling_face_with_smiling_eyes smiling_face_with_smiling_eyes,සිරිපාදේ ගිය හැමෝටම මේ වගේ ලස්සන අත්දැකිමක් තියෙනව ය     ,red_heart  red_heart  smiling_face_with_smiling_eyes smiling_face_with_smiling_eyes, smiling_face_with_smiling_eyes red_heart, neutral joy,neutral,joy,1,2
හ්ම්  මතකslightly_smiling_face red_heart ,හ්ම්  මතක  ,slightly_smiling_face red_heart , slightly_smiling_face red_heart, neutral joy,neutral,joy,1,2
 ගොඩාක් ලස්සනයි   සිරී පාදේ ගිහින් නෑ යන්න ආසාවෙන්ම ඉන්න තැන fire fire fire fire fire fire fire fire fire smiling_face_with_hearts smiling_face_with_hearts smiling_face_with_hearts smiling_face_with_hearteyes smiling_face_with_hearteyes red_heart    red_heart, ගොඩාක් ලස්සනයි   සිරී පාදේ ගිහින් නෑ යන්න ආසාවෙන්ම ඉන්න තැන                   ,fire fire fire fire fire fire fire fire fire smiling_face_with_hearts smiling_face_with_hearts smiling_face_with_hearts smiling_face_with_hearteyes smiling_face_with_hearteyes red_heart    red_heart, smiling_face_with_hearteyes fire smiling_face_with_hearts red_heart, positive joy,positive,joy,0,2
සිරීපාදෙ යන්න ඕනි face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,සිරීපාදෙ යන්න ඕනි    ,face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,face_with_tears_of_joy, neutral joy,neutral,joy,1,2
මටත් වුනාsad_but_relieved_face sad_but_relieved_face,මටත් වුනා ,sad_but_relieved_face sad_but_relieved_face,sad_but_relieved_face, neutral sad,neutral,sad,1,1
අවසානය නම් එපා වුනා crying_face crying_face,අවසානය නම් එපා වුනා  , crying_face crying_face, crying_face, negative sad,negative,sad,2,1
සුපිරි වීඩියෝ එකක්  red_heart ,සුපිරි වීඩියෝ එකක්   ,  red_heart , red_heart, positive love,positive,love,0,0
මටත් මේ වගේ කතාවක් තියෙනවා smiling_face_with_hearteyes smiling_face_with_hearteyes,මටත් මේ වගේ කතාවක් තියෙනවා  ,smiling_face_with_hearteyes smiling_face_with_hearteyes,smiling_face_with_hearteyes, neutral joy,neutral,joy,1,2
අනේ ලස්සනයි pleading_face smiling_face_with_hearts smiling_face_with_hearts,අනේ ලස්සනයි   ,pleading_face smiling_face_with_hearts smiling_face_with_hearts,smiling_face_with_hearts pleading_face, positive love,positive,love,0,0
කෝ red_heart,කෝ ,red_heart,red_heart, neutral love,neutral,love,1,0
ඒ කෙල්ලගෙ වොයිස් එක red_heart  ud fire,ඒ කෙල්ලගෙ වොයිස් එක    ,red_heart  ud fire, fire ud red_heart, neutral love,neutral,love,1,0
කාරි නෑ සද එකට පස්සෙ පිස්සුවක් වෙන එකක් heart_suit  victory_hand ,කාරි නෑ සද එකට පස්සෙ පිස්සුවක් වෙන එකක්    ,heart_suit  victory_hand , heart_suit victory_hand, neutral joy,neutral,joy,1,2
භාවනාවක් red_heart ,භාවනාවක්  ,red_heart , red_heart, positive love,positive,love,0,0
ඒ වොයිස් එක smiling_face_with_hearteyes,ඒ වොයිස් එක ,smiling_face_with_hearteyes,smiling_face_with_hearteyes, neutral love,neutral,love,1,0
වාව් මේ සිංදුවනම් මාරයි purple_heart  red_heart musical_notes,වාව් මේ සිංදුවනම් මාරයි    ,purple_heart  red_heart musical_notes, musical_notes purple_heart red_heart, positive joy,positive,joy,0,2
තනියම ගහලා තියන මැච් එක මරු වැඩ්ඩෙක් red_heart,තනියම ගහලා තියන මැච් එක මරු වැඩ්ඩෙක් , red_heart, red_heart, positive love,positive,love,0,0
මේ නිර්මාණය හිතට දැනෙන විදිහ විස්තර කරන්න අමාරුයි ඒ තරම්ම දැනෙන  ලස්සන වැඩක් ඉසුරු විතානගේ කියන්නේ ලංකාවේ සංගීතය වෙනසක් කරන්න පුලුවන් කෙනෙක් කියලා ආයෙ ආයෙම මේ වැඩෙන් ඔප්පු වෙනවා ඒත් එක්කම ගයනා ලෙව්කේටම ආවේනික උණ මේ ගායන විලාසයත් මේ නිර්මාණෙට අමුතුම හැඩයක් ගෙනල්ලා තියනවා ඉතින් මේ වැඩේට මහන්සි උන හැමෝටම ජය ශ්රී      ud  smiling_face_with_halo four_leaf_clover,මේ නිර්මාණය හිතට දැනෙන විදිහ විස්තර කරන්න අමාරුයි ඒ තරම්ම දැනෙන  ලස්සන වැඩක් ඉසුරු විතානගේ කියන්නේ ලංකාවේ සංගීතය වෙනසක් කරන්න පුලුවන් කෙනෙක් කියලා ආයෙ ආයෙම මේ වැඩෙන් ඔප්පු වෙනවා ඒත් එක්කම ගයනා ලෙව්කේටම ආවේනික උණ මේ ගායන විලාසයත් මේ නිර්මාණෙට අමුතුම හැඩයක් ගෙනල්ලා තියනවා ඉතින් මේ වැඩේට මහන්සි උන හැමෝටම ජය ශ්රී         ,    ud  smiling_face_with_halo four_leaf_clover, four_leaf_clover ud smiling_face_with_halo, positive joy,positive,joy,0,2
ගායනා smiling_face_with_hearteyes,ගායනා ,smiling_face_with_hearteyes,smiling_face_with_hearteyes, neutral love,neutral,love,1,0
ලස්සනයි එක red_heart  red_heart  red_heart ,ලස්සනයි එක      ,red_heart  red_heart  red_heart , red_heart, positive love,positive,love,0,0
ඒක ලස්සනයි red_heart ,ඒක ලස්සනයි  ,red_heart , red_heart, positive love,positive,love,0,0
ගායනා නංගී ඔයානම් සුපිරියක් ඔයාගේ කටහඩ පට්ට ඉස්සරහට තව වැඩ කරන්න අපි අසාවෙන් බලන් ඉන්නවා ජය           red_heart,ගායනා නංගී ඔයානම් සුපිරියක් ඔයාගේ කටහඩ පට්ට ඉස්සරහට තව වැඩ කරන්න අපි අසාවෙන් බලන් ඉන්නවා ජය           ,          red_heart, red_heart, positive love,positive,love,0,0
සිංදු එනකන් බලාගෙන හිටිය අය  දාගෙනයන්thumbs_up,සිංදු එනකන් බලාගෙන හිටිය අය  දාගෙනයන්,thumbs_up,thumbs_up, neutral joy,neutral,joy,1,2
කනට මීපැණි smiling_face_with_hearteyes,කනට මීපැණි ,smiling_face_with_hearteyes,smiling_face_with_hearteyes, positive love,positive,love,0,0
සුපිරි වැඩක් ලස්සනයි heart_suit  smiling_face_with_hearteyes,සුපිරි වැඩක් ලස්සනයි   ,heart_suit  smiling_face_with_hearteyes, heart_suit smiling_face_with_hearteyes, positive love,positive,love,0,0
ගයනා අක්කගෙ වොයිස් එකනම් හිත නිවන භාවනාවක් smiling_face_with_smiling_eyes red_heart ,ගයනා අක්කගෙ වොයිස් එකනම් හිත නිවන භාවනාවක්   ,smiling_face_with_smiling_eyes red_heart , smiling_face_with_smiling_eyes red_heart, positive joy,positive,joy,0,2
රාජිගේ වචන  ගායනාගේ කටහඬ උබේ මෙලඩිය සහ වීඩියෝ එක එකිනෙකට මාරම විදිහට ගැලපෙනවා මචන් ආල අඩව්වට නොදෙවෙනියි වැහිදාක ඉසුරුවෝ සුභ පැතුම් සහ මේක අනිවා ආල අඩව්ව රෙකෝඩ් එක කඩනවා heart_suit heart_suit heart_suit  smiling_face_with_halo starstruck  starstruck raising_hands heart_suit,රාජිගේ වචන  ගායනාගේ කටහඬ උබේ මෙලඩිය සහ වීඩියෝ එක එකිනෙකට මාරම විදිහට ගැලපෙනවා මචන් ආල අඩව්වට නොදෙවෙනියි වැහිදාක ඉසුරුවෝ සුභ පැතුම් සහ මේක අනිවා ආල අඩව්ව රෙකෝඩ් එක කඩනවා          ,heart_suit heart_suit heart_suit  smiling_face_with_halo starstruck  starstruck raising_hands heart_suit, raising_hands smiling_face_with_halo heart_suit starstruck, neutral joy,neutral,joy,1,2
